title	url
Arroyo's Mexican Cafe (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d513544-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html
In-N-Out Burger (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d3666320-Reviews-In_N_Out_Burger-Stockton_California.html
Starbucks (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4113477-Reviews-Starbucks-Stockton_California.html
Waterloo (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html
Market Tavern (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html
Cocoro Japanese Bistro & Sushi (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html
Prime Table Steakhouse (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-Prime_Table_Steakhouse-Stockton_California.html
Pier Market Seafood Restaurant (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d480544-Reviews-Pier_Market_Seafood_Restaurant-San_Francisco_California.html
Mersea Restaurant & Bar (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d13497261-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html
In-N-Out Burger (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1007177-Reviews-In_N_Out_Burger-San_Francisco_California.html
Benu (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1898383-Reviews-Benu-San_Francisco_California.html
Restaurant Gary Danko (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d370412-Reviews-Restaurant_Gary_Danko-San_Francisco_California.html
Park Cafe+Restaurant (New York)	https://www.tripadvisor.com/Restaurant_Review-g46915-d14092548-Reviews-Park_Cafe_Restaurant-West_New_York_New_Jersey.html
Pause Cafe (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d4650973-Reviews-Pause_Cafe-New_York_City_New_York.html
Nusr-Et Steakhouse New York	https://www.tripadvisor.com/Restaurant_Review-g60763-d13203586-Reviews-Nusr_Et_Steakhouse_New_York-New_York_City_New_York.html
Bluebird London NYC	https://www.tripadvisor.com/Restaurant_Review-g60763-d15058185-Reviews-Bluebird_London_NYC-New_York_City_New_York.html
Ariete (Miamai)	https://www.tripadvisor.com/Restaurant_Review-g34438-d9818282-Reviews-Ariete-Miami_Florida.html
Los Felix (Miamai)	https://www.tripadvisor.com/Restaurant_Review-g34438-d25723361-Reviews-Los_Felix-Miami_Florida.html
Jalapeno Mexican Kitchen (Miamai)	https://www.tripadvisor.com/Restaurant_Review-g34439-d7264892-Reviews-Jalapeno_Mexican_Kitchen-Miami_Beach_Florida.html
Sexy Fish Miami (Miamai)	https://www.tripadvisor.com/Restaurant_Review-g34438-d23873650-Reviews-Sexy_Fish_Miami-Miami_Florida.html
McDonald's (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d4181591-Reviews-McDonald_s-Miami_Florida.html
Commander's Palace (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d426290-Reviews-Commander_s_Palace-New_Orleans_Louisiana.html
Pêche Seafood Grill (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d4290690-Reviews-Peche_Seafood_Grill-New_Orleans_Louisiana.html
Hard Rock Cafe (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d426409-Reviews-Hard_Rock_Cafe-New_Orleans_Louisiana.html
Cornet (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d8427211-Reviews-Cornet-New_Orleans_Louisiana.html
Mulate's New Orleans (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d477708-Reviews-Mulate_s_New_Orleans-New_Orleans_Louisiana.html
Arroyo’s Mexican Café (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d513544-Reviews-Arroyo_s_Mexican_Cafe-Stockton_California.html
In-N-Out Burger (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d3666320-Reviews-In_N_Out_Burger-Stockton_California.html
Cocoro Japanese Bistro & Sushi (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d468722-Reviews-Cocoro_Japanese_Bistro_Sushi-Stockton_California.html
Market Tavern (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d6031429-Reviews-Market_Tavern-Stockton_California.html
Dave Wong’s Restaurant (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d2709601-Reviews-Dave_Wong_s_Restaurant-Stockton_California.html
Angelina’s Spaghetti House (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4203822-Reviews-Angelina_s_Spaghetti_House-Stockton_California.html
Breadfruit Tree Restaurant (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d538743-Reviews-Breadfruit_Tree_Restaurant-Stockton_California.html
Waterloo (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d2224396-Reviews-Waterloo-Stockton_California.html
Xochimilco Café (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d2231110-Reviews-Xochimilco_Cafe-Stockton_California.html
Yasoo Yani Restaurant (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4951593-Reviews-Yasoo_Yani_Restaurant-Stockton_California.html
Prime Table Steakhouse (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-or15-Prime_Table_Steakhouse-Stockton_California.html
Bob’s at the Marina (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4654391-Reviews-or15-Bobs_at_the_Marina-Stockton_California.html
Bella Vista (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d12007311-Reviews-Bella_Vista-Stockton_California.html
Cancun Restaurant (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4960544-Reviews-Cancun_Restaurant-Stockton_California.html
German Guys (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d18966593-Reviews-German_Guys-Stockton_California.html
Midgley’s Public House (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d15023328-Reviews-Midgleys_Public_House-Stockton_California.html
Yen Du Restaurant (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d19835474-Reviews-Yen_Du_Restaurant-Stockton_California.html
Nena’s Mexican Restaurant (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4578475-Reviews-Nena_s_Mexican_Restaurant-Stockton_California.html
Mezzo Restaurant (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d17588698-Reviews-Mezzo_Restaurant-Stockton_California.html
Prime Table Steakhouse (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d11913784-Reviews-or15-Prime_Table_Steakhouse-Stockton_California.html
Bob’s at the Marina (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4654391-Reviews-or15-Bobs_at_the_Marina-Stockton_California.html 
Top Flight Grill & Catering (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d5228876-Reviews-Top_Flight_Grill_Catering-Stockton_California.html
Habits Burger & Grill (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d4197291-Reviews-The_Habit_Burger-Grill-Stockton_California.html
Manny’s California Fresh Café (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d3143854-Reviews-Manny_s_California_Fresh_Cafe-Stockton_California.html
German Guys Beer Garden (Stockton)	https://www.tripadvisor.com/Restaurant_Review-g33130-d18966594-Reviews-German_Guys_Beer_Garden-Stockton_California.html
Grange Restaurant & Bar (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1370564-Reviews-Grange_Restaurant_Bar-Sacramento_California.html
The Firehouse Restaurant (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1380158-Reviews-The_Firehouse_Restaurant-Sacramento_California.html
The Kitchen Restaurant (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d492400-Reviews-The_Kitchen_Restaurant-Sacramento_California.html
The Waterboy (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1401186-Reviews-The_Waterboy-Sacramento_California.html
Tower Café (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1108256-Reviews-Tower_Cafe-Sacramento_California.html
Mikuni Japanese Restaurant & Sushi Bar (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1451826-Reviews-Mikuni_Japanese_Restaurant_Sushi_Bar-Sacramento_California.html
A Taste Above (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d15195007-Reviews-A_Taste_Above-Sacramento_California.html
Hook & Ladder (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d3732899-Reviews-Hook_Ladder-Sacramento_California.html
Il Fornaio (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d264715-Reviews-Il_Fornaio-Sacramento_California.html
Zócalo (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1791839-Reviews-Zocalo-Sacramento_California.html
Brannan Manor (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d19636697-Reviews-Brannan_Manor-Sacramento_California.html
Black Bear Diner (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1522702-Reviews-Black_Bear_Diner-Sacramento_California.html
Cafeteria 15L (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d585030-Reviews-Cafeteria_15L-Sacramento_California.html
Moxie (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d339753-Reviews-Moxie-Sacramento_California.html
Beast & Bounty (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d15007087-Reviews-Beast_and_Bounty-Sacramento_California.html
Station 16 (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d10542827-Reviews-Station_16-Sacramento_California.html
Tres Hermanas Mexican Restaurant (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1791839-Reviews-Tres_Hermanas_Mexican_Restaurant-Sacramento_California.html
Fox & Goose Public House (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d20895118-Reviews-Fox_and_Goose_Public_House-Sacramento_California.html
Joe’s Crab Shack (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d1792041-Reviews-Joe_s_Crab_Shack-Sacramento_California.html
El Novillero Restaurant (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d2204870-Reviews-El_Novillero_Restaurant-Sacramento_California.html
Burgers And Brew (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d2204891-Reviews-Burgers_And_Brew-Sacramento_California.html
Magpie Cafe (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d2193845-Reviews-Magpie_Cafe-Sacramento_California.html
Il Fornaio (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d264715-Reviews-Il_Fornaio-Sacramento_California.html
Frank Fat’s Restaurant (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d3881158-Reviews-Frank_Fat_s_Restaurant-Sacramento_California.html
Tipsy Putt (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d2193853-Reviews-Tipsy_Putt-Sacramento_California.html
Mother (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d5452396-Reviews-Mother-Sacramento_California.html
Meet & Eat (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d9606443-Reviews-Meet_Eat-Sacramento_California.html
Hook & Ladder (Sacramento)	https://www.tripadvisor.com/Restaurant_Review-g32999-d3732899-Reviews-Hook_Ladder-Sacramento_California.html
Brenda’s French Soul Food (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1235272-Reviews-Brenda_s_French_Soul_Food-San_Francisco_California.html
Fog Harbor Fish House (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d114608-Reviews-Fog_Harbor_Fish_House-San_Francisco_California.html
Kokkari Estiatorio (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1011272-Reviews-Kokkari_Estiatorio-San_Francisco_California.html
Blue Mermaid Restaurant (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1071462-Reviews-Blue_Mermaid_Restaurant-San_Francisco_California.html
Seven Hills (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1372718-Reviews-Seven_Hills-San_Francisco_California.html
Crab House at Pier 39 (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d744157-Reviews-Crab_House_at_Pier_39-San_Francisco_California.html
Saison (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1988168-Reviews-Saison-San_Francisco_California.html
The Progress (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d7311918-Reviews-The_Progress-San_Francisco_California.html
Zazie (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d368755-Reviews-Zazie-San_Francisco_California.html
Anchor Oyster Bar (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d655179-Reviews-Anchor_Oyster_Bar-San_Francisco_California.html
Hog Island Oyster Co. (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d235506-Reviews-Hog_Island_Oyster_Co-San_Francisco_California.html
The Codmother Fish & Chips (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1412640-Reviews-The_Codmother_Fish_Chips-San_Francisco_California.html
Quince (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d634218-Reviews-Quince-San_Francisco_California.html
Tadich Grill (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d477498-Reviews-Tadich_Grill-San_Francisco_California.html
Boulevard (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d102661-Reviews-Boulevard-San_Francisco_California.html
Luisa’s Restaurant Wine Bar Since 1959 (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d82475-Reviews-Luisa_s_Restaurant_Wine_Bar_Since_1959-San_Francisco_California.html
Scoma’s Restaurant (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d32120-Reviews-Scoma_s_Restaurant-San_Francisco_California.html
State Bird Provisions (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d1598573-Reviews-State_Bird_Provisions-San_Francisco_California.html
Nopa (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d332475-Reviews-Nopa-San_Francisco_California.html
Betty Lou’s Seafood & Grill (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d292199-Reviews-Betty_Lou_s_Seafood_and_Grill-San_Francisco_California.html
Pat’s Café (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d2193845-Reviews-Pat_s_Cafe-San_Francisco_California.html
Mo’s Grill (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d114608-Reviews-Mo_s_Grill-San_Francisco_California.html
Mersea Restaurant & Bar (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d682393-Reviews-Mersea_Restaurant_Bar-San_Francisco_California.html
Piccolo Forno (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d41411-Reviews-Piccolo_Forno-San_Francisco_California.html
Wipeout Bar & Grill (San Francisco)	https://www.tripadvisor.com/Restaurant_Review-g60713-d2561136-Reviews-Wipeout_Bar_Grill-San_Francisco_California.html
Original Joe’s San Jose (San Jose)	https://www.tripadvisor.com/Restaurant_Review-g33020-d348931-Reviews-Original_Joe_s_San_Jose-San_Jose_California.html
Il Fornaio (San Jose)	https://www.tripadvisor.com/Restaurant_Review-g33020-d264715-Reviews-Il_Fornaio-San_Jose_California.html
The Grill on the Alley (San Jose)	https://www.tripadvisor.com/Restaurant_Review-g33020-d198163-Reviews-The_Grill_on_the_Alley-San_Jose_California.html
The Habit Burger & Grill (San Jose)	https://www.tripadvisor.com/Restaurant_Review-g33020-d4197291-Reviews-The_Habit_Burger_Grill-San_Jose_California.html
Bill’s Cafe (San Jose)	https://www.tripadvisor.com/Restaurant_Review-g33020-d625-Reviews-Bill_s_Cafe-San_Jose_California.html
Smoking Pig BBQ Company (San Jose)	https://www.tripadvisor.com/Restaurant_Review-g33020-d626-Reviews-Smoking_Pig_BBQ_Company-San_Jose_California.html
Fogo de Chão Brazilian Steakhouse (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d2532800-Reviews-Fogo_de_Chao_Brazilian_Steakhouse-San_Jose_California.html
La Forêt Restaurant (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1528282-Reviews-La_Foret_Restaurant-San_Jose_California.html
LB Steak (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d3289506-Reviews-LB_Steak-San_Jose_California.html
Left Bank Santana Row (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d672902-Reviews-Left_Bank_Santana_Row-San_Jose_California.html
La Catalana (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1557746-Reviews-La_Catalana-San_Jose_California.html
Maggiano’s Little Italy (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1601932-Reviews-Maggiano_s_Little_Italy-San_Jose_California.html
Le Papillon (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1891939-Reviews-Le_Papillon-San_Jose_California.html
Aqui Cal-Mex (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1606780-Reviews-Aqui_Cal_Mex-San_Jose_California.html
Good Karma Vegan Cafe (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d3601291-Reviews-Good_Karma_Vegan_Cafe-San_Jose_California.html
Falafel Drive-In (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d609360-Reviews-Falafel_Drive_In-San_Jose_California.html
Yas Restaurant (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1500794-Reviews-Yas_Restaurant-San_Jose_California.html
Taurinus Brazilian Steakhouse (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d2204838-Reviews-Taurinus_Brazilian_Steakhouse-San_Jose_California.html
The Grill on the Alley (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d198163-Reviews-The_Grill_on_the_Alley-San_Jose_California.html
MIZU Sushi Bar & Grill (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d13072009-Reviews-MIZU_Sushi_Bar_Grill-San_Jose_California.html
Olla Cocina (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1550151-Reviews-Olla_Cocina-San_Jose_California.html
Paesano Ristorante Italiano (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1583165-Reviews-Paesano_Ristorante_Italiano-San_Jose_California.html
Rok Steakhouse & Grill (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1712930-Reviews-Rok_Steakhouse_Grill-San_Jose_California.html
Vegetarian House Vegan (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d1549290-Reviews-Vegetarian_House_Vegan-San_Jose_California.html
Veggie Grill - Santana Row (San José)	https://www.tripadvisor.com/Restaurant_Review-g33020-d3615906-Reviews-Veggie_Grill_Santana_Row-San_Jose_California.html
Le Bernardin (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d520879-Reviews-Le_Bernardin-New_York_City_New_York.html
Katz’s Delicatessen (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1033863-Reviews-Katz_s_Delicatessen-New_York_City_New_York.html
Joe’s Pizza (Greenwich Village) (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1039247-Reviews-Joe_s_Pizza-New_York_City_New_York.html
Momofuku Noodle Bar (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d2355063-Reviews-Momofuku_Noodle_Bar-New_York_City_New_York.html
Shake Shack – Madison Square Park (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d13372883-Reviews-Shake_Shack_Madison_Square_Park-New_York_City_New_York.html
Eleven Madison Park (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1891939-Reviews-Eleven_Madison_Park-New_York_City_New_York.html
Le Bernardin (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d520879-Reviews-Le_Bernardin-New_York_City_New_York.html
Katz’s Delicatessen (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1033863-Reviews-Katz_s_Delicatessen-New_York_City_New_York.html
Joe’s Pizza (Greenwich Village) (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1039247-Reviews-Joe_s_Pizza-New_York_City_New_York.html
Momofuku Noodle Bar (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d2355063-Reviews-Momofuku_Noodle_Bar-New_York_City_New_York.html
Shake Shack – Madison Square Park (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d13372883-Reviews-Shake_Shack_Madison_Square_Park-New_York_City_New_York.html
Eleven Madison Park (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1891939-Reviews-Eleven_Madison_Park-New_York_City_New_York.html
Piccola Cucina Osteria (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d349735-Reviews-Piccola_Cucina_Osteria-New_York_City_New_York.html
Anchor Oyster Bar (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d655179-Reviews-Anchor_Oyster_Bar-New_York_City_New_York.html
Hog Island Oyster Co. (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d235506-Reviews-Hog_Island_Oyster_Co-San_Francisco_California.html
The Codmother Fish & Chips (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1412640-Reviews-The_Codmother_Fish_Chips-New_York_City_New_York.html
Quince (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d634218-Reviews-Quince-New_York_City_New_York.html
Tadich Grill (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d477498-Reviews-Tadich_Grill-New_York_City_New_York.html
Boulevard (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d102661-Reviews-Boulevard-New_York_City_New_York.html
Luisa’s Restaurant Wine Bar Since 1959 (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d82475-Reviews-Luisa_s_Restaurant_Wine_Bar_Since_1959-New_York_City_New_York.html
Saison (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1988168-Reviews-Saison-New_York_City_New_York.html
The Progress (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d7311918-Reviews-The_Progress-New_York_City_New_York.html
