title	url
Zazie (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d368755-Reviews-Zazie-New_York_City_New_York.html
Numero 28 Pizzeria (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d1920-Reviews-Numero_28_Pizzeria-New_York_City_New_York.html
Olio E Più (New York)	https://www.tripadvisor.com/Restaurant_Review-g60763-d3854-Reviews-Olio_E_Più-New_York_City_New_York.html
Versailles Restaurant (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d431863-Reviews-Versailles_Restaurant-Miami_Florida.html
Michael’s Genuine Food & Drink (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d663618-Reviews-Michael_s_Genuine_Food_Drink-Miami_Florida.html
Nusr-Et Steakhouse (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d13137471-Reviews-Nusr_Et_Steakhouse-Miami-Florida.html
Barton G. The Restaurant (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d466634-Reviews-Barton_G_The_Restaurant-Miami_Beach_Florida.html
OLA Restaurant (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d501579-Reviews-OLA_Restaurant-Miami_Beach_Florida.html
Gordon Ramsay Hell’s Kitchen (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d26637643-Reviews-Gordon_Ramsay_Hell_s_Kitchen-Miami_Florida.html
Cipriani Downtown Miami (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d4339322-Reviews-Cipriani_Downtown_Miami-Miami_Florida.html
Torno Subito (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d28132109-Reviews-Torno_Subito-Miami_Florida.html
La Mar by Gastón Acurio (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d1451826-Reviews-La_Mar_by_Gaston_Acurio-Miami_Florida.html
Zuma Miami (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d3746486-Reviews-Zuma-Miami-Miami_Florida.html
La Ventana (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d13223411-Reviews-La_Ventana-Miami_Beach_Florida.html
Pane e Vino (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d14143252-Reviews-Pane_e_Vino-Miami_Beach_Florida.html
CRAFT South Beach - Espanola Way (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d1851638-Reviews-CRAFT_South_Beach-Espanola_Way_Miami_Beach_Florida.html
Casa Neos (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d3881158-Reviews-Casa_Neos-Miami_Florida.html
The Capital Grille (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d1364521-Reviews-The_Capital_Grille-Miami_Florida.html
Aromas del Peru (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d675385-Reviews-Aromas_del_Peru-Miami_Florida.html
Bubba Gump Shrimp Co. (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d1125293-Reviews-Bubba_Gump_Shrimp_Co-Miami_Florida.html
El Mago de las Fritas (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d1045643-Reviews-El_Mago_de_las_Fritas-Miami_Florida.html
BOIA De Restaurant (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d20248589-Reviews-Boia_De_Restaurant-Miami_Florida.html
Carbone (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d23195280-Reviews-Carbone-Miami_Beach_Florida.html
CVI.CHE 105 (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d1528282-Reviews-CVI.CHE_105-Miami_Florida.html
Havana 1957 Cuban Cuisine (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d2143942-Reviews-Havana_1957_Cuban_Cuisine-Miami_Florida.html
On Ocean 7 Cafe (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d10044852-Reviews-On_Ocean_7_Cafe-Miami_Beach_Florida.html
Corallo Miami (Miami)	https://www.tripadvisor.com/Restaurant_Review-g34438-d1102378-Reviews-Corallo_Miami-Miami_Florida.html
La Pata Gorda (Miami Beach)	https://www.tripadvisor.com/Restaurant_Review-g34439-d1528283-Reviews-La_Pata_Gorda-Miami_Beach_Florida.html
Canlis (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d193278-Reviews-Canlis-Seattle_Washington.html
The Pink Door (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d368755-Reviews-The_Pink_Door-Seattle_Washington.html
Spinasse (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d440388-Reviews-Spinasse-Seattle_Washington.html
Matt’s in the Market (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d477498-Reviews-Matt_s_in_the_Market-Seattle_Washington.html
Tulio (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1186106-Reviews-Tulio-Seattle_Washington.html
The Capital Grille (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d662817-Reviews-The_Capital_Grille-Seattle_Washington.html
Tilikum Place Cafe (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1063111-Reviews-Tilikum_Place_Cafe-Seattle_Washington.html
Pike Place Chowder (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1428103-Reviews-Pike_Place_Chowder-Seattle_Washington.html
Anthony’s Pier 66 & Bell Street Diner (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1326453-Reviews-Anthony_s_Pier_66_Bell_Street_Diner-Seattle_Washington.html
Le Panier (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1756921-Reviews-Le_Panier-Seattle_Washington.html
Beecher’s Handmade Cheese (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d2019006-Reviews-Beecher_s_Handmade_Cheese-Seattle_Washington.html
The Crumpet Shop (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d854659-Reviews-The_Crumpet_Shop-Seattle_Washington.html
Elliott’s Oyster House (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d317927-Reviews-Elliott_s_Oyster_House-Seattle_Washington.html
Ivar’s Acres of Clams (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d303983-Reviews-Ivar_s_Acres_of_Clams-Seattle_Washington.html
Lark Restaurant (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d448513-Reviews-Lark_Restaurant-Seattle_Washington.html
Iconiq (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d16875026-Reviews-Iconiq-Seattle_Washington.html
Le Pichet (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d432613-Reviews-Le_Pichet-Seattle_Washington.html
Waz (Tasting) (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d13804248-Reviews-Wa_z_Seattle_Washington.html
Boulevard (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d102661-Reviews-Boulevard-Seattle_Washington.html
Station 16 (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d10542827-Reviews-Station_16-Seattle_Washington.html
Toulouse Petite (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1837910-Reviews-Toulouse_Petite-Seattle_Washington.html
Place Pigalle (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1168551-Reviews-Place_Pigalle-Seattle_Washington.html
SeaTac Burger Joint (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d2284328-Reviews-SeaTac_Burger_Joint-Seattle_Washington.html
Cafe Juanita (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1039284-Reviews-Cafe_Juanita-Seattle_Washington.html
Samurai Noodle House (Seattle)	https://www.tripadvisor.com/Restaurant_Review-g60878-d1826422-Reviews-Samurai_Noodle_House-Seattle_Washington.html
Kobe Steakhouse of Japan (Omaha)	https://www.tripadvisor.com/Restaurant_Review-g60885-d1789659-Reviews-Kobe_Steakhouse_of_Japan-Omaha_Nebraska.html
Block 16 (Omaha)	https://www.tripadvisor.com/Restaurant_Review-g60885-d1162825-Reviews-Block_16-Omaha_Nebraska.html
Orsi’s Italian Bakery & Pizzeria (Omaha)	https://www.tripadvisor.com/Restaurant_Review-g60885-d1676329-Reviews-Orsi_s_Italian_Bakery_Pizzeria-Omaha_Nebraska.html
The Drover Steakhouse (Omaha)	https://www.tripadvisor.com/Restaurant_Review-g60885-d1072987-Reviews-The_Drover_Steakhouse-Omaha_Nebraska.html
Upstream Brewing Company (Omaha)	https://www.tripadvisor.com/Restaurant_Review-g60885-d1126516-Reviews-Upstream_Brewing_Company-Omaha_Nebraska.html
Plank Provisions (Omaha)	https://www.tripadvisor.com/Restaurant_Review-g60885-d1409890-Reviews-Plank_Provisions-Omaha_Nebraska.html
Brigtsen’s Restaurant (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d557-Reviews-Brigtsen_s_Restaurant-New_Orleans_Louisiana.html
Ruby Slipper (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d424-Reviews-Ruby_Slipper-New_Orleans_Louisiana.html
Two Chicks Cafe (New Orleans)	https://www.tripadvisor.com/Restaurant_Review-g60864-d709-Reviews-Two_Chicks_Cafe-New_Orleans_Louisiana.html
Sampan (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d1903121-Reviews-Sampan-Philadelphia_Pennsylvania.html
Talula’s Garden (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d2137068-Reviews-Talula_s_Garden-Philadelphia_Pennsylvania.html
Zahav (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d1070950-Reviews-Zahav-Philadelphia_Pennsylvania.html
Reading Terminal Market (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d484853-Reviews-Reading_Terminal_Market-Philadelphia_Pennsylvania.html
Forsythia (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d18500945-Reviews-Forsythia-Philadelphia_Pennsylvania.html
Bistro Southeast (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d10182626-Reviews-Bistro_Southeast-Philadelphia_Pennsylvania.html
Dmitri’s (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d4368369-Reviews-Dmitri_s-Philadelphia_Pennsylvania.html
A. Kitchen (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d2343380-Reviews-A_kitchen-Philadelphia_Pennsylvania.html
Oloroso (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d13275000-Reviews-Oloroso-Philadelphia_Pennsylvania.html
Warmdaddy’s (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d433575-Reviews-Warmdaddy_s-Philadelphia_Pennsylvania.html
Wilder (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d24006786-Reviews-Wilder-Philadelphia_Pennsylvania.html[oai_citation:0‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d24006786-Reviews-Wilder-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Alpen Rose (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d17393600-Reviews-Alpen_Rose-Philadelphia_Pennsylvania.html[oai_citation:1‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d17393600-Reviews-Alpen_Rose-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Fare Restaurant (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d2236132-Reviews-Fare_Restaurant-Philadelphia_Pennsylvania.html[oai_citation:2‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d2236132-Reviews-Fare_Restaurant-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
The Dutch (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d10202605-Reviews-The_Dutch-Philadelphia_Pennsylvania.html[oai_citation:3‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d10202605-Reviews-The_Dutch-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
XIX Nineteen (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d809968-Reviews-XIX_Nineteen-Philadelphia_Pennsylvania.html[oai_citation:4‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d809968-Reviews-XIX_Nineteen-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Bistro Southeast (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d10182626-Reviews-Bistro_Southeast-Philadelphia_Pennsylvania.html[oai_citation:5‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d10182626-Reviews-Bistro_Southeast-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
South Kitchen & Jazz Parlor (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d8852600-Reviews-South_Kitchen_Jazz_Parlor-Philadelphia_Pennsylvania.html[oai_citation:6‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d8852600-Reviews-South_Kitchen_Jazz_Parlor-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Coins Restaurant and Pub (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d7269780-Reviews-Coins_Restaurant_and_Pub-Philadelphia_Pennsylvania.html[oai_citation:7‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d7269780-Reviews-Coins_Restaurant_and_Pub-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Friday Saturday Sunday (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d461494-Reviews-Friday_Saturday_Sunday-Philadelphia_Pennsylvania.html[oai_citation:8‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d461494-Reviews-Friday_Saturday_Sunday-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Sampan (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d1903121-Reviews-Sampan-Philadelphia_Pennsylvania.html[oai_citation:9‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d1903121-Reviews-Sampan-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Talula’s Garden (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d2137068-Reviews-Talula_s_Garden-Philadelphia_Pennsylvania.html[oai_citation:10‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d2137068-Reviews-Talula_s_Garden-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Vernick Food & Drink (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d1070951-Reviews-Vernick_Food_Drink-Philadelphia_Pennsylvania.html[oai_citation:11‡Tripadvisor](https://www.tripadvisor.com/Restaurants-g60795-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Ristorante Pesto (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d4568198-Reviews-Ristorante_Pesto-Philadelphia_Pennsylvania.html[oai_citation:12‡Tripadvisor](https://www.tripadvisor.com/Restaurants-g60795-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Vedge (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d103249-Reviews-Vedge-Philadelphia_Pennsylvania.html[oai_citation:13‡Tripadvisor](https://www.tripadvisor.com/Restaurants-g60795-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
Malooga (Philadelphia)	https://www.tripadvisor.com/Restaurant_Review-g60795-d23544836-Reviews-Malooga-Philadelphia_Pennsylvania.html[oai_citation:14‡Tripadvisor](https://www.tripadvisor.com/Restaurant_Review-g60795-d23544836-Reviews-Malooga-Philadelphia_Pennsylvania.html?utm_source=chatgpt.com)
RIS (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d1774172-Reviews-RIS-Washington_DC_District_of_Columbia.html
The Red Hen DC (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d5076897-Reviews-The_Red_Hen_DC-Washington_DC_District_of_Columbia.html
Annabelle (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d19692074-Reviews-Annabelle-Washington_DC_District_of_Columbia.html
Masseria (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d8671060-Reviews-Masseria-Washington_DC_District_of_Columbia.html
Clyde’s of Gallery Place (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d629504-Reviews-Clyde_s_of_Gallery_Place-Washington_DC_District_of_Columbia.html
Dubliner Restaurant & Pub (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d450471-Reviews-Dubliner_Restaurant_and_Pub-Washington_DC_District_of_Columbia.html
Georgia Brown’s (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d450525-Reviews-Georgia_Brown_s-Washington_DC_District_of_Columbia.html
Gordon Ramsay Hell’s Kitchen (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d25283151-Reviews-Gordon_Ramsay_Hell_s_Kitchen-Washington_DC_District_of_Columbia.html
L’Avant-Garde (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d25250020-Reviews-L_Avant_Garde-Washington_DC_District_of_Columbia.html
Tail Up Goat (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d10076070-Reviews-Tail_Up_Goat-Washington_DC_District_of_Columbia.html
Del Mar (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d13075930-Reviews-Del_Mar-Washington_DC_District_of_Columbia.html
Cafe du Parc (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d1903123-Reviews-Cafe_du_Parc-Washington_DC_District_of_Columbia.html
Gerrard Street Kitchen (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d2203456-Reviews-Gerrard_Street_Kitchen-Washington_DC_District_of_Columbia.html
Agua 301 (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d3149574-Reviews-Agua_301-Washington_DC_District_of_Columbia.html
The Pembroke (Washington	 D.C.)	https://www.tripadvisor.com/Restaurant_Review-g28970-d2324973-Reviews-The_Pembroke-Washington_DC_District_of_Columbia.html
The Point D.C.	https://www.tripadvisor.com/Restaurant_Review-g28970-d23178199-Reviews-The_Point_D_C-Washington_DC_District_of_Columbia.html
Maïz64	https://www.tripadvisor.com/Restaurant_Review-g28970-d20282753-Reviews-Maiz64-Washington_DC_District_of_Columbia.html
Apéro	https://www.tripadvisor.com/Restaurant_Review-g28970-d25895854-Reviews-Apero-Washington_DC_District_of_Columbia.html
Rasika	https://www.tripadvisor.com/Restaurant_Review-g28970-d10322760-Reviews-Rasika-Washington_DC_District_of_Columbia.html
Le Diplomate	https://www.tripadvisor.com/Restaurant_Review-g28970-d10322970-Reviews-Le_Diplomate-Washington_DC_District_of_Columbia.html
Oyster Oyster	https://www.tripadvisor.com/Restaurant_Review-g28970-d24015519-Reviews-Oyster_Oyster-Washington_DC_District_of_Columbia.html
BlackSalt Fish Market & Restaurant	https://www.tripadvisor.com/Restaurant_Review-g28970-d10322917-Reviews-BlackSalt_Fish_Market_Restaurant-Washington_DC_District_of_Columbia.html
Founding Farmers DC	https://www.tripadvisor.com/Restaurant_Review-g28970-d4530113-Reviews-Founding_Farmers_DC-Washington_DC_District_of_Columbia.html
Albi	https://www.tripadvisor.com/Restaurant_Review-g28970-d23538407-Reviews-Albi-Washington_DC_District_of_Columbia.html
Tail Up Goat	https://www.tripadvisor.com/Restaurant_Review-g28970-d10076070-Reviews-Tail_Up_Goat-Washington_DC_District_of_Columbia.html
Toro (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d605873-Reviews-Toro_Boston-Boston_Massachusetts.html
Mamma Maria (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d322986-Reviews-Mamma_Maria-Boston_Massachusetts.html
Mistral (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d321911-Reviews-Mistral-Boston_Massachusetts.html
21st Amendment (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d508945-Reviews-21st_Amendment-Boston_Massachusetts.html
The Palm – Boston (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d321973-Reviews-The_Palm_Boston-Boston_Massachusetts.html
Contessa (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d23474788-Reviews-Contessa-Boston_Massachusetts.html
Grotto Restaurant (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d322076-Reviews-Grotto_Restaurant-Boston_Massachusetts.html
SRV Restaurant (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d9778587-Reviews-SRV_Restaurant-Boston_Massachusetts.html
Antico Forno (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d3421108-Reviews-Antico_Forno-Boston_Massachusetts.html
James Hook & Co (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d484853-Reviews-Reading_Terminal_Market-Philadelphia_Pennsylvania.html
Ocean Prime (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d103249-Reviews-Vedge-Philadelphia_Pennsylvania.html
Flour Bakery + Cafe (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d2236132-Reviews-Fare_Restaurant-Philadelphia_Pennsylvania.html
The Q (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d10202605-Reviews-The_Q-Boston_Massachusetts.html
Cafe Bonjour (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d1913123-Reviews-Cafe_Bonjour-Boston_Massachusetts.html
Carmelina’s (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d4568198-Reviews-Carmelina_s-Boston_Massachusetts.html
La Voile (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d3421108-Reviews-La_Voile-Boston_Massachusetts.html
Tresca (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d809968-Reviews-Tresca-Boston_Massachusetts.html
The Dutch (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d13275000-Reviews-The_Dutch-Boston_Massachusetts.html
Vedge (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d125046-Reviews-Vedge-Boston_Massachusetts.html
La Summa Ristorante (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d3428198-Reviews-La_Summa_Ristorante-Boston_Massachusetts.html
Mario’s Restaurant (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d17393600-Reviews-Mario_s_Restaurant-Boston_Massachusetts.html
Ma Maison (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d33544836-Reviews-Ma_Maison-Boston_Massachusetts.html
Myers + Chang (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d24006786-Reviews-Myers_Chang-Boston_Massachusetts.html
Bova’s Bakery (Boston)	https://www.tripadvisor.com/Restaurant_Review-g60745-d2137068-Reviews-Bova_s_Bakery-Boston_Massachusetts.html
Jim's Buffet and Grill (Marianna)	https://www.tripadvisor.com/Restaurant_Review-g34422-d2435440-Reviews-Jim_s_Buffet_and_Grill-Marianna_Florida.html
The Salt Block (Marianna)	https://www.tripadvisor.com/Restaurant_Review-g34422-d15141077-Reviews-The_Salt_Block-Marianna_Florida.html
Spears Cafe (Marianna)	https://www.tripadvisor.com/Restaurant_Review-g34422-d10640896-Reviews-Spears_Cafe-Marianna_Florida.html
San Marcos Mexican Grill (Marianna)	https://www.tripadvisor.com/Restaurant_Review-g34422-d1903121-Reviews-San_Marcos_Mexican_Grill-Marianna_Florida.html
El Rio Mexican Restaurant (Marianna)	https://www.tripadvisor.com/Restaurant_Review-g34422-d4059276-Reviews-El_Rio_Mexican_Restaurant-Marianna_Florida.html
